,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_name
ENSG00000105793,0.218285403,5.103372892,1.591251522,0.114751072,0.299102417,-5.409125719,GTPBP10
ENSG00000151748,-0.217454257,3.218339863,-1.591051844,0.114796033,0.299126544,-5.101583972,SAV1
ENSG00000066923,-0.140020989,5.855514284,-1.591036159,0.114798774,0.299126544,-5.461182686,STAG3
ENSG00000198899,0.220339223,10.48619336,1.590729597,0.114868623,0.299215478,-5.291501306,MT-ATP6
ENSG00000163319,0.215308136,4.435636296,1.590644729,0.114887746,0.299215478,-5.328244719,MRPS18C
ENSG00000152580,0.596036876,0.57296647,1.590632106,0.114890591,0.299215478,-4.653159377,IGSF10
ENSG00000132840,0.414413594,0.118117308,1.590282909,0.114969305,0.299370373,-4.587207623,BHMT2
ENSG00000273749,-0.291029954,4.194693427,-1.589685556,0.115104056,0.299671108,-5.256850506,CYFIP1
ENSG00000143147,0.375714497,-0.053876822,1.58948156,0.115145898,0.299683601,-4.545427306,GPR161
ENSG00000140987,-0.133394241,3.966072704,-1.589475033,0.115147372,0.299683601,-5.236103385,ZSCAN32
ENSG00000176253,-0.263358952,-0.120907582,-1.588923,0.115272053,0.299942559,-4.54519444,OR4K13
ENSG00000197147,-0.230080318,3.343846948,-1.58888244,0.115285422,0.299942559,-5.126639133,LRRC8B
ENSG00000105514,-0.251042201,6.490112399,-1.588682634,0.115330579,0.300009887,-5.469747648,RAB3D
ENSG00000197632,0.437462297,2.594458253,1.588392626,0.115396148,0.300130278,-5.010682383,SERPINB2
ENSG00000147144,-0.265125695,1.001787634,-1.587885129,0.115506756,0.300367752,-4.696924219,CCDC120
ENSG00000213204,0.186658147,3.38913671,1.587782367,0.115531456,0.300381785,-5.14199707,AL049697.1
ENSG00000196341,-0.243077919,0.039962755,-1.58740377,0.115615739,0.300550705,-4.567242166,OR8D1
ENSG00000049883,-0.292855798,2.328147197,-1.587182194,0.115670138,0.300629809,-4.919698097,PTCD2
ENSG00000258659,-0.157800306,4.674317063,-1.587041571,0.115701026,0.300629809,-5.345998735,TRIM34
ENSG00000261740,0.139475462,5.913618572,1.587028703,0.115704127,0.300629809,-5.470548991,BOLA2-SMG1P6
ENSG00000135916,-0.361468152,3.440964607,-1.586685218,0.115782782,0.300734015,-5.176785959,ITM2C
ENSG00000169609,-0.136942006,5.616451961,-1.586677002,0.115782886,0.300734015,-5.456257198,C15orf40
ENSG00000185873,-0.276735628,2.693243062,-1.586577307,0.115807253,0.300747107,-5.017351799,TMPRSS11B
ENSG00000113100,-0.777025199,0.679065142,-1.586105885,0.115914204,0.300940486,-4.667876771,CDH9
ENSG00000181718,0.374839726,0.981395478,1.58604379,0.115928298,0.300940486,-4.723894843,OR5T2
ENSG00000179859,-0.333303807,0.512245147,-1.585975202,0.115939735,0.300940486,-4.631066266,RNF227
ENSG00000079332,0.107843227,5.992200572,1.585326075,0.116087088,0.30127271,-5.474275127,SAR1A
ENSG00000270316,0.879971633,-1.955524226,1.584933059,0.116180625,0.301439183,-4.383541826,BORCS7-ASMT
ENSG00000009780,-0.180843684,3.704524097,-1.584829949,0.116202604,0.301439183,-5.204502891,FAM76A
ENSG00000110777,-0.328383591,5.05937933,-1.584786072,0.116214049,0.301439183,-5.420108656,POU2AF1
ENSG00000059691,-0.26698555,2.876710099,-1.584690325,0.116235826,0.301439183,-5.020652773,GATB
ENSG00000145850,0.651377806,-0.986238351,1.584636405,0.116248091,0.301439183,-4.497029258,TIMD4
ENSG00000251247,0.264817908,4.064882987,1.584535063,0.116271145,0.301448732,-5.263443036,ZNF345
ENSG00000231861,0.707529453,-2.264995136,1.584448387,0.116290866,0.301449637,-4.386443352,OR5K2
ENSG00000176108,-0.144722311,4.179116086,-1.584343975,0.116310421,0.301450111,-5.291406073,CHMP6
ENSG00000114784,-0.24415132,7.527052136,-1.584056936,0.116379965,0.301580121,-5.452209827,EIF1B
ENSG00000187080,-0.689850331,-2.037353587,-1.583901013,0.11641547,0.301621898,-4.402089168,OR2AK2
ENSG00000157426,0.184700295,3.279958855,1.58371615,0.116453973,0.30167143,-5.132368093,AASDH
ENSG00000126602,-0.199426758,4.980754299,-1.583245906,0.116564737,0.301908102,-5.401379534,TRAP1
ENSG00000165416,-0.185429129,4.317888322,-1.58232676,0.116774424,0.302385803,-5.31092337,SUGT1
ENSG00000171786,0.485015645,-0.447600529,1.582267125,0.116788039,0.302385803,-4.538517742,NHLH1
ENSG00000099800,-0.333751623,2.135524244,-1.582013738,0.116845903,0.302464971,-4.887645374,TIMM13
ENSG00000099337,-0.15080043,4.765079526,-1.581957732,0.11685749,0.302464971,-5.39113814,KCNK6
ENSG00000110492,-0.688003496,-0.448674968,-1.581794529,0.11689598,0.302514278,-4.534830496,MDK
ENSG00000092330,0.129160325,5.763964527,1.581321271,0.11700055,0.302713928,-5.471127371,TINF2
ENSG00000256436,-0.492819789,1.785228864,-1.581286799,0.117012035,0.302713928,-4.850900487,TAS2R31
ENSG00000161133,-0.925528738,-2.113880353,-1.581168783,0.117039024,0.302733419,-4.379067531,USP41
ENSG00000188211,-0.308664335,0.185848621,-1.58101568,0.117069838,0.302762798,-4.579986201,NCR3LG1
ENSG00000038532,-0.13150548,5.629710745,-1.580789418,0.117122587,0.302823159,-5.463199902,CLEC16A
ENSG00000180353,0.176519648,9.047281425,1.58076195,0.117132099,0.302823159,-5.380116246,HCLS1
ENSG00000132635,-0.239639582,3.260147242,-1.58053745,0.117183486,0.302855026,-5.119516906,PCED1A
ENSG00000136457,-0.680912291,-1.366757222,-1.580516976,0.117188173,0.302855026,-4.409225029,CHAD
ENSG00000100028,0.174560039,5.050134474,1.580453034,0.117202813,0.302855026,-5.422682916,SNRPD3
ENSG00000109475,0.339190341,8.084247174,1.580362251,0.1172236,0.302858449,-5.422574763,RPL34
ENSG00000124334,-0.572634348,2.725808935,-1.580127272,0.117277419,0.302947197,-5.046925872,IL9R
ENSG00000119705,0.1800707,6.158763929,1.579797628,0.117352953,0.303092,-5.484547013,SLIRP
ENSG00000101846,-0.204836723,2.814152248,-1.579561514,0.117404459,0.303129952,-5.069016135,STS
ENSG00000198826,0.322719215,2.531634199,1.579563571,0.117406608,0.303129952,-5.008772376,ARHGAP11A
ENSG00000151413,0.190202328,4.351503763,1.579339277,0.117458043,0.303212443,-5.334437003,NUBPL
ENSG00000109220,0.166823659,7.042508083,1.578988758,0.11753846,0.303361934,-5.470232496,CHIC2
ENSG00000133398,0.155057646,4.549223556,1.578911361,0.117554943,0.303361934,-5.3583805,MED10
ENSG00000183684,-0.218012615,4.351409725,-1.578811946,0.117579041,0.303373813,-5.312136088,ALYREF
ENSG00000171566,0.20890179,5.578605405,1.578327486,0.11769029,0.303610512,-5.468307411,PLRG1
ENSG00000172167,-0.235688967,3.530594869,-1.578110902,0.117740053,0.303642018,-5.174237764,MTBP
ENSG00000101220,-0.265155676,3.831411791,-1.578100736,0.117742389,0.303642018,-5.239612744,C20orf27
ENSG00000097033,0.224435185,7.717117017,1.57801957,0.117761042,0.303642018,-5.447181436,SH3GLB1
ENSG00000189369,-0.443467551,-0.162414643,-1.577719201,0.117830046,0.303769606,-4.541753918,GSPT2
ENSG00000126247,0.160905205,7.730959104,1.577460064,0.11788969,0.30378452,-5.453113745,CAPNS1
ENSG00000025800,0.121687353,4.720897855,1.577440884,0.117889897,0.30378452,-5.391084297,KPNA6
ENSG00000124074,-0.347310795,2.020601805,-1.577436114,0.1178952,0.30378452,-4.900891001,ENKD1
ENSG00000179387,0.185213802,5.637285844,1.577354744,0.117913919,0.30378452,-5.472816288,ELMOD2
ENSG00000089876,-0.235344152,3.097364654,-1.577074844,0.11797833,0.303900147,-5.110057479,DHX32
ENSG00000243989,-0.259593306,2.552669771,-1.576761061,0.118050571,0.304017085,-4.962140229,ACY1
ENSG00000257341,-0.551128943,3.261980296,-1.576707954,0.118062801,0.304017085,-5.124625524,AL928654.3
ENSG00000282608,-0.521313174,1.848757981,-1.576589747,0.118090026,0.304036879,-4.916243119,ADORA3
ENSG00000177201,0.264944011,-0.539501148,1.576103164,0.118197944,0.304264384,-4.52153637,OR2T12
ENSG00000164414,0.176396941,5.062908383,1.575998522,0.118226273,0.304286973,-5.437283243,SLC35A1
ENSG00000112667,-0.597230228,1.927682645,-1.575903696,0.118248137,0.304292916,-4.832650395,DNPH1
ENSG00000125877,-0.27544487,3.611360378,-1.575659376,0.118304485,0.304387582,-5.18073448,ITPA
ENSG00000255561,0.343955831,0.862874929,1.575420669,0.118356676,0.304432265,-4.655937847,FDXACB1
ENSG00000028277,-0.230869001,5.833461284,-1.575414516,0.11836098,0.304432265,-5.482643554,POU2F2
ENSG00000139637,-0.164759142,4.801981213,-1.575299641,0.118387491,0.304450132,-5.389627276,C12orf10
ENSG00000145107,-0.614556065,-0.164806382,-1.574961978,0.118465446,0.304600264,-4.552489297,TM4SF19
ENSG00000067082,-0.150962946,7.926835569,-1.574068829,0.11867184,0.305080538,-5.444110681,KLF6
ENSG00000186868,0.281603855,1.238987692,1.573688936,0.118755508,0.305235093,-4.732985938,MAPT
ENSG00000158604,-0.061098933,5.59756342,-1.573567824,0.118783534,0.305235093,-5.475904644,TMED4
ENSG00000103852,-0.427338261,1.637051176,-1.57355458,0.118790805,0.305235093,-4.835767221,TTC23
ENSG00000131203,-0.604070321,2.298875208,-1.573070559,0.118902864,0.305472589,-4.848165167,IDO1
ENSG00000198064,-0.325150563,3.82259067,-1.572933654,0.118934575,0.30550362,-5.246433073,NPIPB13
ENSG00000102054,-0.164195066,4.584589251,-1.572240213,0.1190953,0.305865978,-5.379307822,RBBP7
ENSG00000165113,-0.269660735,3.528805124,-1.571756931,0.119207416,0.3061034,-5.193459286,GKAP1
ENSG00000114999,-0.131818607,3.830988815,-1.571472002,0.11926935,0.306211904,-5.249855845,TTL
ENSG00000152601,-0.112232564,9.309695818,-1.5709472,0.119391247,0.306474298,-5.382072729,MBNL1
ENSG00000100722,0.126805546,5.482098571,1.570489453,0.119497802,0.306619079,-5.469371689,ZC3H14
ENSG00000047410,-0.153892038,6.742407685,-1.57049808,0.11949985,0.306619079,-5.493225987,TPR
ENSG00000142733,-0.321167494,2.988496803,-1.57046836,0.119506761,0.306619079,-5.070687284,MAP3K6
ENSG00000012211,0.236130955,3.601164366,1.570225479,0.119563251,0.306713444,-5.220815077,PRICKLE3
ENSG00000099326,-0.133141061,3.981181029,-1.570022391,0.119606296,0.306773294,-5.276908201,MZF1
ENSG00000143164,0.138882736,6.325716069,1.569839988,0.119652641,0.306796464,-5.499996539,DCAF6
ENSG00000188747,-0.564063366,-0.291440343,-1.569832222,0.119654761,0.306796464,-4.572937954,NOXA1
ENSG00000120907,0.541216251,-0.994638156,1.569395202,0.11975652,0.30700679,-4.466212777,ADRA1A
ENSG00000001497,-0.291654438,2.607046452,-1.569059411,0.119834755,0.30715675,-5.009673372,LAS1L
ENSG00000172005,-0.45693357,3.681377745,-1.568861872,0.119880798,0.30722416,-5.243617342,MAL
ENSG00000204511,0.375108041,2.107878603,1.568705318,0.119917298,0.307265513,-4.927482309,MCCD1
ENSG00000162981,0.54672128,-0.903278097,1.56856975,0.119948912,0.307265513,-4.486708849,LRATD1
ENSG00000254521,0.484461067,-0.302454027,1.568464718,0.11997341,0.307265513,-4.556397904,SIGLEC12
ENSG00000142784,-0.164537935,5.736469584,-1.568437973,0.119979649,0.307265513,-5.487131042,WDTC1
ENSG00000120071,0.105956263,7.463310852,1.568351294,0.119995664,0.307265513,-5.475257129,KANSL1
ENSG00000175471,0.229353806,7.883847298,1.568161256,0.120044213,0.307339256,-5.457003465,MCTP1
ENSG00000186976,0.35473342,0.477612787,1.567814549,0.120123111,0.30749066,-4.656818573,EFCAB6
ENSG00000111596,0.130822443,7.480675512,1.567376422,0.120223991,0.307698276,-5.475974269,CNOT2
ENSG00000138813,0.255369757,2.588615078,1.567157455,0.120278653,0.30775891,-5.037448066,C4orf17
ENSG00000138271,0.712945243,-0.43222276,1.567120731,0.120287237,0.30775891,-4.561011934,GPR87
ENSG00000118972,0.138723051,2.928914963,1.566904499,0.120333582,0.307826873,-5.086668329,FGF23
ENSG00000106125,0.237849018,0.303064987,1.566768128,0.120365472,0.307857842,-4.618828771,MINDY4
ENSG00000102034,-0.157669621,5.400188165,-1.566503466,0.120431589,0.307976328,-5.470499317,ELF4
ENSG00000269335,-0.17454,5.797965872,-1.566139531,0.120516762,0.308143499,-5.495329347,IKBKG
ENSG00000128606,-0.319528522,4.041155849,-1.565804181,0.120595288,0.308258837,-5.312225703,LRRC17
ENSG00000124181,-0.295996874,4.847489806,-1.565772719,0.120602657,0.308258837,-5.42631779,PLCG1
ENSG00000164715,0.189620207,5.13719092,1.565693132,0.120621301,0.308258837,-5.448476121,LMTK2
ENSG00000198707,-0.292425639,3.354346921,-1.565303827,0.120712527,0.30844132,-5.169176921,CEP290
ENSG00000047662,-0.25383735,0.356057361,-1.565109672,0.120753838,0.30849622,-4.63300006,FAM184B
ENSG00000160539,-0.401761714,-0.543911334,-1.564975859,0.120785217,0.308508619,-4.532310113,PLPP7
ENSG00000231852,-0.648252626,-0.617030362,-1.564937827,0.120798343,0.308508619,-4.511193738,CYP21A2
ENSG00000135643,-0.422877174,-0.043785154,-1.564614406,0.120873923,0.308650987,-4.58042201,KCNMB4
ENSG00000181991,0.177842252,4.245693063,1.564517047,0.120897063,0.308659425,-5.329737879,MRPS11
ENSG00000125810,0.301463004,6.349498886,1.564313457,0.120944851,0.308730777,-5.508385293,CD93
ENSG00000165716,-0.237838577,1.310801307,-1.564084079,0.120994502,0.308748917,-4.796342256,DIPK1B
ENSG00000177191,0.269393443,5.324464425,1.564034965,0.121010244,0.308748917,-5.475306572,B3GNT8
ENSG00000038219,-0.162283806,7.526144628,-1.563989044,0.121021029,0.308748917,-5.481734327,BOD1L1
ENSG00000125485,-0.266930009,1.899241141,-1.563938008,0.121031321,0.308748917,-4.883241005,DDX31
ENSG00000108592,0.202621018,4.043385396,1.563675392,0.121094717,0.308810645,-5.292731111,FTSJ3
ENSG00000160201,-0.33280614,5.153443522,-1.563622796,0.121107077,0.308810645,-5.447574953,U2AF1
ENSG00000243056,0.365108137,4.118278739,1.563588853,0.121115055,0.308810645,-5.297075788,EIF4EBP3
ENSG00000116678,-0.233304282,3.132874339,-1.563225383,0.121200502,0.308934629,-5.128536813,LEPR
ENSG00000112078,0.108162623,6.288497188,1.56315261,0.12121341,0.308934629,-5.510506027,KCTD20
ENSG00000197114,-0.143152095,3.775759454,-1.56311081,0.12122324,0.308934629,-5.248694269,ZGPAT
ENSG00000147586,0.164854838,5.156273669,1.562869147,0.121284296,0.309039615,-5.460993644,MRPS28
ENSG00000100292,0.305445641,5.052432674,1.562359175,0.121404332,0.309249427,-5.449881316,HMOX1
ENSG00000177084,-0.199386846,4.612829788,-1.562350458,0.121406384,0.309249427,-5.389854596,POLE
ENSG00000155755,0.496021847,0.91057295,1.561876219,0.121518095,0.30948332,-4.746196131,TMEM237
ENSG00000184313,-0.169963475,1.341984094,-1.561499005,0.121602803,0.309619407,-4.782238627,MROH7
ENSG00000100239,-0.129879639,4.731032624,-1.561462866,0.121611324,0.309619407,-5.404849175,PPP6R2
ENSG00000175161,-0.597195837,-1.678708492,-1.561335262,0.121645622,0.309656064,-4.458180896,CADM2
ENSG00000129646,-0.256997383,0.543625388,-1.561132264,0.121689298,0.309716579,-4.6769495,QRICH2
ENSG00000011523,0.113977531,5.368180579,1.560342097,0.121875823,0.310140586,-5.485738383,CEP68
ENSG00000178127,0.13036157,6.609780061,1.560016254,0.121954653,0.310290444,-5.510332606,NDUFV2
ENSG00000128422,0.727662791,-1.258553801,1.559769196,0.12201541,0.310350443,-4.481470265,KRT17
ENSG00000108107,-0.161463398,8.306008888,-1.559757719,0.122018123,0.310350443,-5.451535624,RPL28
ENSG00000149554,0.246161265,2.59487095,1.559621845,0.122050249,0.310381422,-5.035009122,CHEK1
ENSG00000108474,-0.245064247,4.317802173,-1.559419,0.122098222,0.310452684,-5.3680909,PIGL
ENSG00000110583,-0.218311259,2.822904193,-1.558917258,0.122215009,0.310698864,-5.050929106,NAA40
ENSG00000155749,-0.156016246,6.345258489,-1.558799131,0.122244913,0.310724125,-5.516607865,FLACC1
ENSG00000134627,0.298126631,3.747091774,1.558628277,0.12228537,0.310776196,-5.268933361,PIWIL4
ENSG00000182307,-0.192543152,2.911438714,-1.55818387,0.122386446,0.310982281,-5.087633779,C8orf33
ENSG00000138311,-0.641289123,-0.933907483,-1.557356023,0.122586966,0.311440944,-4.503023128,ZNF365
ENSG00000168795,-0.233921848,1.800670773,-1.557143702,0.122633149,0.311507416,-4.865604325,ZBTB5
ENSG00000113658,-0.228524387,3.959560048,-1.556836712,0.122710241,0.311652369,-5.28925643,SMAD5
ENSG00000214736,-0.209308991,5.800700632,-1.556563159,0.122775218,0.31175474,-5.508783272,TOMM6
ENSG00000070756,-0.154489531,8.8081499,-1.556498342,0.122790618,0.31175474,-5.431955912,PABPC1
ENSG00000151376,-0.636992891,0.102437697,-1.556112201,0.122882392,0.311928471,-4.599093143,ME3
ENSG00000181513,-0.203915338,3.109512441,-1.556035927,0.122899136,0.311928471,-5.125527871,ACBD4
ENSG00000138778,0.494338138,1.367842493,1.555838939,0.122947371,0.311928822,-4.823187866,CENPE
ENSG00000186523,-0.269817698,3.304591861,-1.555750376,0.122968437,0.311928822,-5.144761177,FAM86B1
ENSG00000197070,-0.133312305,5.603233,-1.555660207,0.122987852,0.311928822,-5.50130895,ARRDC1
ENSG00000145113,0.556867433,-1.562730881,1.555619466,0.12299958,0.311928822,-4.468932479,MUC4
ENSG00000117090,-0.345934248,3.378738075,-1.555568563,0.123011691,0.311928822,-5.191874511,SLAMF1
ENSG00000179750,0.481209748,3.154719291,1.555479613,0.123032857,0.311928822,-5.175406567,APOBEC3B
ENSG00000166266,0.188538089,4.44310877,1.555331358,0.123068142,0.311928822,-5.386035214,CUL5
ENSG00000175106,-0.178345326,4.534196742,-1.555296585,0.123076419,0.311928822,-5.378696194,TVP23C
ENSG00000254709,-0.641530591,6.831500812,-1.555282867,0.123079684,0.311928822,-5.502949193,IGLL5
ENSG00000099998,0.35996391,1.754281407,1.555082404,0.123127411,0.311998964,-4.887924919,GGT5
ENSG00000178385,0.145569035,4.404825671,1.554370567,0.123293401,0.312360096,-5.379107104,PLEKHM3
ENSG00000006659,0.556152473,1.215597037,1.554299436,0.123313961,0.312360096,-4.806789944,LGALS14
ENSG00000138376,0.257515528,4.013376744,1.554211956,0.123334818,0.312360096,-5.340807549,BARD1
ENSG00000006756,0.130057306,4.302710105,1.554129718,0.123350221,0.312360096,-5.372733768,ARSD
ENSG00000167105,0.398279357,2.303865639,1.553980461,0.123390024,0.312399691,-5.016857881,TMEM92
ENSG00000105329,-0.152749703,7.105655985,-1.553913449,0.123406009,0.312399691,-5.5108271,TGFB1
ENSG00000152683,0.124747124,4.835885726,1.553654632,0.123463554,0.312494528,-5.439909107,SLC30A6
ENSG00000126461,-0.191010908,3.641564578,-1.553082164,0.123604433,0.312800224,-5.238640756,SCAF1
ENSG00000184117,0.212808461,4.022810077,1.552401938,0.123766988,0.313147166,-5.310996398,NIPSNAP1
ENSG00000139797,0.356485245,3.03014136,1.552340092,0.123781776,0.313147166,-5.10514342,RNF113B
ENSG00000204574,-0.195759922,3.736792912,-1.55217188,0.123822004,0.313198018,-5.266411351,ABCF1
ENSG00000106538,0.673607765,0.052706295,1.55161054,0.123956324,0.313486812,-4.604353263,RARRES2
ENSG00000197948,-0.135365456,5.534740013,-1.550960104,0.124110503,0.313825728,-5.502965643,FCHSD1
ENSG00000006625,-0.459796012,2.05029752,-1.550735798,0.124165866,0.313914709,-4.966062619,GGCT
ENSG00000028528,0.192008878,7.700638519,1.550313925,0.124267024,0.314119422,-5.490416953,SNX1
ENSG00000133678,-0.201608513,3.432758045,-1.55006109,0.124327681,0.314221707,-5.206371536,TMEM254
ENSG00000106665,-0.248110562,3.210783552,-1.549969674,0.124349619,0.314226115,-5.169350853,CLIP2
ENSG00000075415,0.09936843,6.997649959,1.549025416,0.124572187,0.314692006,-5.520622375,SLC25A3
ENSG00000181817,-0.155309509,5.531462535,-1.549033569,0.124574433,0.314692006,-5.504363921,LSM10
ENSG00000144580,0.175673807,5.604207536,1.548772658,0.124637151,0.314799336,-5.513984606,CNOT9
ENSG00000110675,0.628635596,-1.604549215,1.548659754,0.124664299,0.314816805,-4.46126707,ELMOD1
ENSG00000165795,-0.177217618,3.972058718,-1.547894152,0.12484851,0.315230839,-5.308488598,NDRG2
ENSG00000213088,-0.823508134,0.841257306,-1.547716446,0.124891298,0.315246937,-4.688792188,ACKR1
ENSG00000175029,-0.201342651,6.812340564,-1.547699401,0.124895403,0.315246937,-5.527766071,CTBP2
ENSG00000099785,-0.227593227,6.595019995,-1.547363751,0.124976256,0.315399856,-5.531236334,MARCHF2
ENSG00000162512,0.221626843,1.06296869,1.547233128,0.125003526,0.315417523,-4.76976564,SDC3
ENSG00000002933,-0.46650322,3.716919641,-1.546329949,0.125225542,0.3159265,-5.200774463,TMEM176A
ENSG00000259511,-0.526980229,1.31370257,-1.54601441,0.125301708,0.316019662,-4.856670001,UBE2Q2L
ENSG00000115183,0.276360112,-0.196894336,1.545991285,0.125303085,0.316019662,-4.606692079,TANC1
ENSG00000142609,0.319537833,2.26697879,1.545773031,0.125359997,0.316111962,-4.95004867,CFAP74
ENSG00000140009,-0.216363964,2.754292636,-1.545546915,0.125412242,0.316192465,-5.058883628,ESR2
ENSG00000136147,-0.177707116,7.215121013,-1.545240407,0.125488695,0.316333967,-5.520533596,PHF11
ENSG00000108255,-0.214503018,3.450217609,-1.545097657,0.125523205,0.316345726,-5.22767406,CRYBA1
ENSG00000167588,-0.724375018,-0.901852993,-1.544987194,0.125549915,0.316345726,-4.522528879,GPD1
ENSG00000151422,0.116199081,4.826601209,1.544951472,0.125554347,0.316345726,-5.450497805,FER
ENSG00000112308,-0.118411951,8.084318455,-1.54455773,0.125649596,0.316534461,-5.481819655,C6orf62
ENSG00000117262,-0.201363325,4.840985309,-1.542882039,0.1260598,0.317493991,-5.454939583,GPR89A
ENSG00000175538,-0.227218955,6.977168902,-1.542794496,0.126081039,0.317493991,-5.530057015,KCNE3
ENSG00000286219,-0.147587059,6.242089851,-1.542750579,0.126091695,0.317493991,-5.540088112,NOTCH2NLC
ENSG00000083844,-0.143292931,4.416598056,-1.542387936,0.126175983,0.317654824,-5.388033715,ZNF264
ENSG00000187144,-0.284072315,1.767168233,-1.542316075,0.12619716,0.317655936,-4.908850744,SPATA21
ENSG00000174226,0.794120269,-1.621488802,1.542233333,0.126217252,0.317655936,-4.485228357,SNX31
ENSG00000004059,0.128681247,6.487626787,1.541855037,0.126306898,0.31783015,-5.541992371,ARF5
ENSG00000197779,0.141463903,5.395431381,1.541622295,0.126365645,0.317926564,-5.512131269,ZNF81
ENSG00000115282,-0.213047081,3.102686088,-1.541469868,0.126402756,0.317968524,-5.163587433,TTC31
ENSG00000121903,-0.452408477,-0.285531582,-1.541256636,0.126454605,0.31803196,-4.583171436,ZSCAN20
ENSG00000154263,0.420310049,1.817278338,1.541198067,0.12646885,0.31803196,-4.888774037,ABCA10
ENSG00000095383,0.219346149,4.274063299,1.540973269,0.126523534,0.318118066,-5.383030846,TBC1D2
ENSG00000100811,-0.107516365,5.955292243,-1.540154945,0.126718552,0.318501085,-5.539888017,YY1
ENSG00000112195,-0.213283272,5.249163297,-1.54009965,0.126736228,0.318501085,-5.498766678,TREML2
ENSG00000180979,0.143804311,4.5804431,1.54008461,0.126737274,0.318501085,-5.427696237,LRRC57
ENSG00000006530,0.100925584,5.98943311,1.5397383,0.126820081,0.318657723,-5.543492488,AGK
ENSG00000137090,0.422841723,-0.305269721,1.539324449,0.126923021,0.318795184,-4.570002232,DMRT1
ENSG00000141293,-0.314684002,4.454932687,-1.539047371,0.126992794,0.318795184,-5.396124381,SKAP1
ENSG00000185304,-0.554255171,3.403085546,-1.539012808,0.127001228,0.318795184,-5.245996819,RGPD2
ENSG00000166411,-0.181473017,5.172908663,-1.539010057,0.1270019,0.318795184,-5.491911971,IDH3A
ENSG00000204217,0.158276776,3.666198373,1.538965747,0.127008508,0.318795184,-5.269295671,BMPR2
ENSG00000104974,-0.283706887,5.59294832,-1.538918977,0.127024127,0.318795184,-5.521519519,LILRA1
ENSG00000132952,-0.207672903,3.564101784,-1.538877234,0.127034316,0.318795184,-5.249323744,USPL1
ENSG00000123080,0.352263996,2.931737408,1.538820852,0.127048078,0.318795184,-5.168130873,CDKN2C
ENSG00000280071,-0.200400779,5.078618999,-1.538775416,0.127059169,0.318795184,-5.484516625,GATD3B
ENSG00000005059,-0.276517603,4.883017214,-1.538546445,0.127115074,0.318884035,-5.457228615,MCUB
ENSG00000247596,0.149954829,6.236955828,1.538390262,0.127153219,0.31892831,-5.547729524,TWF2
ENSG00000183723,0.226800339,3.006367579,1.537836451,0.127288548,0.319216293,-5.160639466,CMTM4
ENSG00000125531,-0.55660546,0.015509292,-1.53762292,0.127340757,0.319295766,-4.644488974,FNDC11
ENSG00000022976,0.142235896,4.096736473,1.537370884,0.127398198,0.319365719,-5.356945491,ZNF839
ENSG00000158863,-0.159729631,4.796188081,-1.537341043,0.127409703,0.319365719,-5.452249554,FAM160B2
ENSG00000233493,-0.697040656,0.313871933,-1.536958049,0.127503428,0.319492331,-4.69504924,TMEM238
ENSG00000065357,0.110967977,7.150270714,1.536938047,0.12750412,0.319492331,-5.53428582,DGKA
ENSG00000206559,0.45129332,1.627189376,1.536882966,0.127521809,0.319492331,-4.871491755,ZCWPW2
ENSG00000163794,-0.720292947,-1.664725457,-1.536496839,0.127616367,0.319644047,-4.442013484,UCN
ENSG00000267060,-0.224010354,2.856916295,-1.536467936,0.127623447,0.319644047,-5.11600662,PTGES3L
ENSG00000179528,-0.579065875,1.831377319,-1.536035676,0.127729373,0.319857866,-4.902319913,LBX2
ENSG00000075275,0.480026889,-0.635239088,1.535836156,0.127778289,0.319928875,-4.548458922,CELSR1
ENSG00000278318,-0.409776506,-0.596270601,-1.535652215,0.127819936,0.319981664,-4.57352053,ZNF229
ENSG00000179119,0.111782035,4.1767859,1.535248537,0.127918237,0.32013883,-5.364677896,SPTY2D1
ENSG00000120256,0.386922768,0.652858503,1.535181128,0.127938986,0.32013883,-4.698135136,LRP11
ENSG00000186566,0.114326283,5.808475296,1.535096768,0.127955489,0.32013883,-5.543048426,GPATCH8
ENSG00000162437,0.173333336,2.369329466,1.535057984,0.12796501,0.32013883,-5.021232248,RAVER2
ENSG00000188313,0.293249324,8.940866429,1.534981092,0.127988092,0.320145105,-5.454659952,PLSCR1
ENSG00000144218,-0.34184671,4.692515685,-1.534719337,0.128052372,0.32022004,-5.451889403,AFF3
ENSG00000054967,-0.190138426,6.472233429,-1.534691513,0.128059206,0.32022004,-5.552202198,RELT
ENSG00000135905,-0.259804286,6.346033539,-1.534579804,0.128086648,0.320237199,-5.551715833,DOCK10
ENSG00000134508,0.681161457,-0.749509604,1.534231215,0.128172309,0.320399888,-4.55262302,CABLES1
ENSG00000269556,-0.201199428,4.266907147,-1.533955234,0.12824016,0.32051801,-5.387192483,TMEM185A
ENSG00000165555,0.280382378,2.623866884,1.532738015,0.128539757,0.321215216,-5.075058359,NOXRED1
ENSG00000100314,0.336338638,-0.505836207,1.532626033,0.128563143,0.321222072,-4.562676219,CABP7
ENSG00000168807,0.169064222,4.191992872,1.532512753,0.128595261,0.32125074,-5.369675021,SNTB2
ENSG00000170876,-0.153548973,6.130633679,-1.53231389,0.128644277,0.321271002,-5.555317486,TMEM43
ENSG00000117632,0.298237144,4.742362025,1.532254367,0.128658951,0.321271002,-5.464071047,STMN1
