,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_name
ENSG00000138246,0.371769468,6.541823829,3.361663449,0.001103256,0.012651266,-1.388654103,DNAJC13
ENSG00000184702,-0.812841442,3.756787849,-3.361071742,0.001105377,0.012657256,-1.180774577,SEPTIN5
ENSG00000167107,-0.724761287,3.744323559,-3.361063814,0.001105405,0.012657256,-1.17484313,ACSF2
ENSG00000179348,-1.354717245,0.66156457,-3.360413151,0.001107742,0.012674682,-0.913813292,GATA2
ENSG00000164483,-0.62903542,5.20863825,-3.359835756,0.001109819,0.01268912,-1.347262813,SAMD3
ENSG00000160271,-0.515208556,4.202121216,-3.358886804,0.001113241,0.012718899,-1.23684755,RALGDS
ENSG00000104765,-0.840281369,9.346825789,-3.357036305,0.001119942,0.012786074,-1.306917648,BNIP3L
ENSG00000099991,-0.468381824,6.987524031,-3.356348735,0.001122442,0.012802461,-1.394676969,CABIN1
ENSG00000186432,0.326650399,6.051952805,3.356066839,0.001123468,0.012802461,-1.405774778,KPNA4
ENSG00000115607,0.816819044,7.924995854,3.355963191,0.001123846,0.012802461,-1.358855621,IL18RAP
ENSG00000174705,1.168609942,1.237160507,3.355660793,0.001124948,0.012803019,-0.934591359,SH3PXD2B
ENSG00000180573,-0.33151486,8.070659233,-3.355498425,0.00112554,0.012803019,-1.361677932,H2AC6
ENSG00000204022,1.369512785,-0.913930936,3.354402794,0.001129544,0.012838725,-1.023546964,LIPJ
ENSG00000143624,-0.263386407,5.0479931,-3.353977069,0.001130617,0.012838725,-1.354003143,INTS3
ENSG00000130518,-0.535105865,4.187350373,-3.353963313,0.001131154,0.012838725,-1.262453628,IQCN
ENSG00000130755,0.401469905,8.633171386,3.353275384,0.001133679,0.012857998,-1.343071421,GMFG
ENSG00000137509,0.302245095,7.489804042,3.352743813,0.001135541,0.01286974,-1.392791289,PRCP
ENSG00000184588,-0.426555872,6.293296195,-3.351589282,0.001139888,0.012909607,-1.418388237,PDE4B
ENSG00000167094,-0.696214519,1.113317857,-3.350829533,0.001142542,0.012930247,-0.938562226,TTC16
ENSG00000162066,-0.412531463,4.167889639,-3.350565645,0.001143674,0.012933652,-1.278493276,AMDHD2
ENSG00000198960,-0.541899173,2.976158561,-3.348708819,0.00115057,0.013002196,-1.101072645,ARMCX6
ENSG00000130598,0.867844867,2.958546257,3.347063666,0.001156713,0.01306213,-1.114036733,TNNI2
ENSG00000100453,-1.002283777,3.688944271,-3.346659865,0.001158226,0.013069726,-1.156706672,GZMB
ENSG00000119782,-1.192469878,2.477550453,-3.345441942,0.001162799,0.013111822,-1.036091621,FKBP1B
ENSG00000172765,-0.412163032,6.855807857,-3.343776309,0.001169081,0.013173109,-1.435199614,TMCC1
ENSG00000167863,0.198403172,7.184882832,3.342071626,0.001175043,0.013230708,-1.432651938,ATP5PD
ENSG00000120860,0.30629411,6.708101291,3.341373444,0.001178199,0.013255054,-1.44540514,WASHC3
ENSG00000123892,1.456775431,-1.035041241,3.341187171,0.001178908,0.013255054,-1.081279227,RAB38
ENSG00000264006,-1.150635073,0.647682443,-3.340200772,0.001182673,0.013287779,-0.965148474,AKR1C8P
ENSG00000100605,-0.448911499,6.94525357,-3.33983732,0.001184063,0.013293797,-1.447502061,ITPK1
ENSG00000170791,0.399099221,4.953939306,3.338451132,0.001189378,0.013343844,-1.401200383,CHCHD7
ENSG00000008311,-0.322793248,2.470899088,-3.338073467,0.001190326,0.013344854,-1.068167091,AASS
ENSG00000172572,-0.896158834,-0.583599578,-3.337231044,0.001193728,0.013373368,-1.022096765,PDE3A
ENSG00000151746,-0.652315004,3.110038238,-3.33693477,0.001195218,0.013380422,-1.159869536,BICD1
ENSG00000085872,-0.388376244,3.685699547,-3.335425283,0.001200904,0.013434409,-1.237472068,CHERP
ENSG00000135317,0.320279447,7.186505873,3.334837153,0.001203341,0.013452002,-1.453831618,SNX14
ENSG00000164411,0.903116009,1.97960287,3.333685375,0.001207823,0.013492414,-1.046282737,GJB7
ENSG00000115840,0.432776536,4.860905121,3.332207361,0.001213598,0.013547197,-1.406197247,SLC25A12
ENSG00000081791,-0.267012972,5.5628705,-3.331335856,0.001216521,0.013570099,-1.46121752,DELE1
ENSG00000123473,-0.553255027,4.135263967,-3.330719525,0.001219437,0.013588892,-1.314754928,STIL
ENSG00000108039,-0.427760231,5.182339835,-3.330588412,0.001219953,0.013588892,-1.435353942,XPNPEP1
ENSG00000110429,0.319740312,4.889154011,3.32872505,0.001227219,0.013660055,-1.416261867,FBXO3
ENSG00000145780,0.348234433,5.282966124,3.328215778,0.001229322,0.013667294,-1.454536697,FEM1C
ENSG00000111790,0.329006634,7.064876587,3.328139175,0.001229626,0.013667294,-1.476051532,FGFR1OP2
ENSG00000092621,0.705081108,2.425814801,3.327897717,0.001230584,0.013668174,-1.107771899,PHGDH
ENSG00000122861,-1.34742457,-0.179405147,-3.327103114,0.00123374,0.013693455,-1.049346644,PLAU
ENSG00000148110,0.32724467,6.142924021,3.3263104,0.001236896,0.013718059,-1.494921252,MFSD14B
ENSG00000148450,0.464063723,4.306813976,3.326103815,0.00123772,0.013718059,-1.371890062,MSRB2
ENSG00000213096,0.519580369,4.479993546,3.324875443,0.001242628,0.013762662,-1.379475692,AC092279.1
ENSG00000166377,0.286440714,6.328796487,3.324216753,0.00124511,0.013780337,-1.501871293,ATP9B
ENSG00000011260,0.330404803,5.149863891,3.322816069,0.001250899,0.013834567,-1.463140383,UTP18
ENSG00000172725,-0.578207765,6.01399988,-3.322177339,0.001253474,0.013853207,-1.501407484,CORO1B
ENSG00000213533,0.517681344,5.072774877,3.321008002,0.001258202,0.013894936,-1.462683815,STIMATE
ENSG00000103591,0.304418249,5.104923933,3.320762937,0.001259036,0.013894936,-1.460916976,AAGAB
ENSG00000183688,0.551981094,6.318142415,3.320223846,0.001261383,0.013910966,-1.512559046,RFLNB
ENSG00000175354,0.341267043,7.159948115,3.319075621,0.001266053,0.013951635,-1.502720409,PTPN2
ENSG00000163479,0.210507118,7.003000932,3.318747636,0.001266863,0.013951635,-1.506809144,SSR2
ENSG00000167395,-0.330742057,4.905521923,-3.31818799,0.001269674,0.013972697,-1.449370636,ZNF646
ENSG00000213809,-0.631153386,4.277718762,-3.31545054,0.001280903,0.014086312,-1.3686476,KLRK1
ENSG00000143630,0.971944281,-1.13339958,3.314337713,0.001284982,0.014110781,-1.15779831,HCN3
ENSG00000111452,-0.651466093,1.978436648,-3.31430027,0.001285649,0.014110781,-1.08591059,ADGRD1
ENSG00000170113,-0.714931149,2.139359332,-3.314252053,0.001285848,0.014110781,-1.098862471,NIPA1
ENSG00000086570,0.609676822,0.441878206,3.312680922,0.001291826,0.014166382,-1.041294921,FAT2
ENSG00000215397,-1.044886865,1.669310312,-3.31253079,0.001292982,0.014169084,-1.062459593,SCRT2
ENSG00000100097,0.475762057,8.192224282,3.310423881,0.001301765,0.014255292,-1.487721894,LGALS1
ENSG00000126858,0.320975026,6.945666904,3.309641523,0.001305041,0.014281111,-1.534937388,RHOT1
ENSG00000100218,-1.045363895,2.742610982,-3.309087458,0.001307365,0.014296493,-1.228210677,RSPH14
ENSG00000163874,0.368773292,4.877652247,3.308373941,0.001310364,0.014319226,-1.468413901,ZC3H12A
ENSG00000160216,-0.412189463,5.44100589,-3.307064336,0.001315886,0.014358622,-1.520078717,AGPAT3
ENSG00000106803,0.322563115,6.050695435,3.306896485,0.001316595,0.014358622,-1.552256732,SEC61B
ENSG00000111897,0.34086272,7.52473548,3.306862696,0.001316738,0.014358622,-1.52499739,SERINC1
ENSG00000069966,-0.406884089,4.245833646,-3.304314902,0.001327548,0.01446637,-1.408734208,GNB5
ENSG00000105245,0.521852227,2.653739341,3.304002919,0.001328878,0.014470724,-1.208650715,NUMBL
ENSG00000179627,-0.568622568,0.678933526,-3.301940037,0.001337154,0.014550666,-1.069117086,ZBTB42
ENSG00000123091,-0.61274992,7.478666649,-3.30029609,0.001344769,0.014623311,-1.551064023,RNF11
ENSG00000154813,0.300218984,4.259973203,3.299349219,0.001348308,0.014651556,-1.434196161,DPH3
ENSG00000178307,0.283796399,5.015210582,3.297830484,0.001354967,0.014713633,-1.525038759,TMEM11
ENSG00000143185,-1.818818934,-0.495774025,-3.297157645,0.001358364,0.014730047,-1.131948932,XCL2
ENSG00000136643,0.438825974,4.215504,3.297155837,0.001358371,0.014730047,-1.434818755,RPS6KC1
ENSG00000168159,-0.663869021,5.101729002,-3.295850259,0.001364064,0.01478148,-1.513868335,RNF187
ENSG00000160145,0.332879504,3.950759172,3.294619876,0.001368975,0.014824368,-1.403570702,KALRN
ENSG00000151065,-0.528036487,3.265848721,-3.294191969,0.001371327,0.014839518,-1.288579635,DCP1B
ENSG00000136810,0.493526062,7.471949748,3.291020033,0.001385321,0.014980529,-1.570329899,TXN
ENSG00000163959,0.564312793,6.519990666,3.290236549,0.001388798,0.014998397,-1.599908464,SLC51A
ENSG00000163812,0.348142562,6.240732279,3.290213381,0.001388901,0.014998397,-1.602587485,ZDHHC3
ENSG00000182871,-0.494688415,5.485718732,-3.289895327,0.001390315,0.015003254,-1.570419012,COL18A1
ENSG00000188158,-0.848479872,1.485380697,-3.288666986,0.001395788,0.015051879,-1.131541921,NHS
ENSG00000198502,-1.480668208,3.203531938,-3.28806267,0.001398488,0.015070553,-1.246771372,HLA-DRB5
ENSG00000126456,-0.337077354,5.309997153,-3.28562494,0.00140943,0.015177954,-1.580264542,IRF3
ENSG00000153885,-1.241503641,1.461884757,-3.283686175,0.001418189,0.01526172,-1.13616824,KCTD15
ENSG00000160445,-0.512033782,5.866986986,-3.282559721,0.001423302,0.015306154,-1.614071019,ZER1
ENSG00000088812,-0.382007089,2.700744232,-3.281059639,0.001429566,0.015362903,-1.257660337,ATRN
ENSG00000180644,-0.776638777,4.411787505,-3.279429754,0.001437599,0.015438562,-1.469963596,PRF1
ENSG00000100908,-0.710765015,2.592150207,-3.277688484,0.001445611,0.015513894,-1.270508703,EMC9
ENSG00000205356,0.32960831,5.522087973,3.276484723,0.001451174,0.015562861,-1.626956469,TECPR1
ENSG00000108819,-0.363736205,5.840600967,-3.273788769,0.001463705,0.015686443,-1.640187364,PPP1R9B
ENSG00000198089,-0.27366031,6.465954936,-3.271107721,0.001475963,0.015806921,-1.657349923,SFI1
ENSG00000213719,0.371645799,8.667729599,3.27011668,0.001480937,0.015849286,-1.588117068,CLIC1
ENSG00000196119,0.251577345,3.381253853,3.269345619,0.001483994,0.015871086,-1.403267073,OR8A1
ENSG00000119866,-0.539114976,4.975977049,-3.268861436,0.001486871,0.015877799,-1.594519735,BCL11A
ENSG00000162367,-0.825148463,5.078266708,-3.268769353,0.001487307,0.015877799,-1.591821565,TAL1
ENSG00000148737,0.56608896,5.780126223,3.268483515,0.001488662,0.015877799,-1.654480441,TCF7L2
ENSG00000125633,0.298229713,6.786264214,3.268106667,0.00149045,0.015877799,-1.661595384,CCDC93
ENSG00000119139,-0.360345749,3.773479407,-3.267928555,0.001490957,0.015877799,-1.445218382,TJP2
ENSG00000257594,0.44182468,3.724658778,3.267850985,0.001491664,0.015877799,-1.463838771,GALNT4
ENSG00000067225,0.41579982,8.348862246,3.267829827,0.001491764,0.015877799,-1.608023394,PKM
ENSG00000102967,0.387541698,3.631597222,3.266294863,0.001499059,0.015944534,-1.448591663,DHODH
ENSG00000104918,1.082717034,5.483231922,3.265347745,0.001503599,0.015967782,-1.656243591,RETN
ENSG00000107554,-0.566613441,2.415913394,-3.265264467,0.001503998,0.015967782,-1.265814917,DNMBP
ENSG00000214872,-1.147033362,2.645406135,-3.265196611,0.001504323,0.015967782,-1.288882811,SMTNL1
ENSG00000125898,-0.408645993,3.950963818,-3.264194058,0.00150913,0.016007892,-1.487695914,FAM110A
ENSG00000121671,-0.458397071,3.896937458,-3.263576325,0.0015121,0.016028462,-1.472998139,CRY2
ENSG00000113575,0.222734478,6.688202193,3.263140343,0.001513605,0.016033501,-1.678544676,PPP2CA
ENSG00000169247,-0.585268279,1.128186569,-3.260914451,0.001524361,0.016136453,-1.192651612,SH3TC2
ENSG00000090238,-0.445172054,8.785299723,-3.260812507,0.001525452,0.016137019,-1.616152505,YPEL3
ENSG00000165934,0.216589319,5.049175813,3.259947639,0.001529055,0.01616415,-1.638149656,CPSF2
ENSG00000183597,-0.475582044,7.663495825,-3.258695153,0.001535755,0.016223956,-1.665534006,TANGO2
ENSG00000129657,-0.391243478,8.927764417,-3.258201427,0.001538167,0.016238412,-1.614804121,SEC14L1
ENSG00000166507,0.40302688,5.858422656,3.25789318,0.001539675,0.016243308,-1.690818411,NDST2
ENSG00000152061,-0.259091335,6.91424713,-3.257401689,0.001541526,0.016243873,-1.689740179,RABGAP1L
ENSG00000175105,0.362174278,5.427527747,3.257455854,0.001541816,0.016243873,-1.672309819,ZNF654
ENSG00000100578,0.286156961,5.129555017,3.256785622,0.001544766,0.016263938,-1.655472464,KIAA0586
ENSG00000100060,-0.35608405,5.842176846,-3.253184092,0.001562879,0.016439836,-1.703486764,MFNG
ENSG00000115525,-0.388221506,4.918844635,-3.253041736,0.001563586,0.016439836,-1.632753574,ST3GAL5
ENSG00000049239,0.363904204,4.412313629,3.251757964,0.001569971,0.016495824,-1.594614303,H6PD
ENSG00000010361,-0.483730887,4.32743577,-3.251035307,0.001573576,0.016522545,-1.587593599,FUZ
ENSG00000205649,0.818677742,2.235318447,3.250215441,0.001577675,0.016554417,-1.335031488,HTN3
ENSG00000119328,0.644954838,4.130109835,3.249872558,0.001579392,0.01656127,-1.563139021,ABITRAM
ENSG00000163606,-0.776854767,2.382614154,-3.2487095,0.001585231,0.016611295,-1.314821403,CD200R1
ENSG00000123689,1.20229691,2.297018234,3.24845271,0.001586522,0.016613643,-1.350848862,G0S2
ENSG00000131263,0.3061097,5.358642986,3.247816616,0.001589726,0.016635999,-1.698407138,RLIM
ENSG00000047648,-0.699292693,1.514119855,-3.247451012,0.001591571,0.016642278,-1.242238596,ARHGAP6
ENSG00000198133,-0.504650848,3.571971554,-3.247273792,0.001592465,0.016642278,-1.473523934,TMEM229B
ENSG00000212864,-1.350756408,-0.062621494,-3.246697207,0.001595379,0.016655782,-1.229989261,RNF208
ENSG00000169682,-0.425419943,3.405438769,-3.24659468,0.001595898,0.016655782,-1.450939006,SPNS1
ENSG00000204673,-0.43530086,3.870643993,-3.246289382,0.001597444,0.016660738,-1.518795841,AKT1S1
ENSG00000120903,0.561561804,3.773921644,3.245603475,0.001600921,0.016685822,-1.519240774,CHRNA2
ENSG00000104341,-0.629158409,1.867180939,-3.24173253,0.001620679,0.016880443,-1.296714841,LAPTM4B
ENSG00000103005,0.463169712,6.606496797,3.239484393,0.001632258,0.016978364,-1.748652459,USB1
ENSG00000172183,-0.485104675,6.796820961,-3.239483525,0.001632262,0.016978364,-1.74405643,ISG20
ENSG00000184988,-0.35730551,4.838876828,-3.239214096,0.001633655,0.016981502,-1.673250031,TMEM106A
ENSG00000159337,0.522700935,1.709225296,3.238602124,0.001636209,0.016996695,-1.285946024,PLA2G4D
ENSG00000232434,-0.82802065,-0.524498179,-3.238004659,0.001639296,0.017017398,-1.302782267,AJM1
ENSG00000159884,-1.00698655,1.52113774,-3.237658803,0.001641717,0.017022435,-1.257574077,CCDC107
ENSG00000147121,-0.388562436,3.743365276,-3.237610434,0.001641969,0.017022435,-1.528695881,KRBOX4
ENSG00000204592,-0.357893944,10.07429387,-3.235244235,0.001654307,0.017134582,-1.632391288,HLA-E
ENSG00000131400,-0.842255939,3.21366503,-3.235114087,0.001654989,0.017134582,-1.436928298,NAPSA
ENSG00000196792,0.315169094,6.149262186,3.234863064,0.001656303,0.017136791,-1.764333237,STRN3
ENSG00000100558,-0.986962316,3.002894465,-3.234454709,0.001658444,0.017147536,-1.428241811,PLEK2
ENSG00000004399,-0.574284391,4.323073655,-3.23373132,0.001662242,0.017175397,-1.601421474,PLXND1
ENSG00000205309,-0.790084272,2.667727997,-3.23187897,0.001672005,0.017264812,-1.405500103,NT5M
ENSG00000134453,0.263354678,6.089459383,3.230828284,0.00167707,0.01730563,-1.775093708,RBM17
ENSG00000109445,0.376649213,4.879329399,3.228889724,0.001687874,0.017405567,-1.712742418,ZNF330
ENSG00000122783,-0.565606322,9.861783266,-3.228343365,0.001690789,0.017424085,-1.660966359,CYREN
ENSG00000125952,-0.242655429,7.71617148,-3.227952722,0.001692237,0.01742747,-1.753094543,MAX
ENSG00000132718,0.420401217,2.944454426,3.22747686,0.001694908,0.017443432,-1.440770852,SYT11
ENSG00000125814,0.305958265,4.467269206,3.227148058,0.001696709,0.017450418,-1.665821387,NAPB
ENSG00000139718,-0.278351275,4.397586147,-3.225835108,0.001703592,0.017506532,-1.658374935,SETD1B
ENSG00000181751,0.837830474,3.924705763,3.225801568,0.001704415,0.017506532,-1.623543354,C5orf30
ENSG00000198642,0.23731567,4.796799507,3.224820066,0.00170906,0.017537712,-1.716723443,KLHL9
ENSG00000188322,-0.737028022,0.803617863,-3.224808766,0.001709704,0.017537712,-1.275880748,SBK1
ENSG00000213928,-0.37923663,7.584593014,-3.224592802,0.00171093,0.017538726,-1.768159114,IRF9
ENSG00000163833,0.384149891,1.588370249,3.224001371,0.001713482,0.017553324,-1.311259012,FBXO40
ENSG00000157601,-0.777608012,6.597748714,-3.223446949,0.001717128,0.0175791,-1.792971216,MX1
ENSG00000105983,0.339995487,6.591415678,3.222891331,0.001720141,0.017598367,-1.794759,LMBR1
ENSG00000130348,-0.42928018,3.547389844,-3.222406844,0.001722772,0.017613706,-1.537910381,QRSL1
ENSG00000111961,-1.229271031,1.190383158,-3.222068141,0.001724614,0.017614334,-1.290508336,SASH1
ENSG00000095261,0.342668775,4.877478036,3.221979242,0.001725098,0.017614334,-1.723703263,PSMD5
ENSG00000105698,0.286153029,6.658685446,3.221115144,0.001729758,0.01764816,-1.801269911,USF2
ENSG00000213689,-0.679242244,3.458860612,-3.220955175,0.001730679,0.01764816,-1.528170548,TREX1
ENSG00000155876,0.301669776,5.127159946,3.219972128,0.001736004,0.017690868,-1.76103333,RRAGA
ENSG00000106351,-0.464546874,2.88430411,-3.219262507,0.001739892,0.017715238,-1.453375645,AGFG2
ENSG00000124279,0.509524913,3.805655378,3.219026697,0.001741234,0.017715238,-1.602433828,FASTKD3
ENSG00000149150,-0.578538429,3.001604758,-3.218921764,0.001741811,0.017715238,-1.470224733,SLC43A1
ENSG00000105281,-0.869948474,5.072211911,-3.217202717,0.001751274,0.017799848,-1.750892636,SLC1A5
ENSG00000197540,-0.791318254,2.730850239,-3.216081416,0.001757472,0.017851188,-1.444430138,GZMM
ENSG00000164961,0.25421289,5.363745348,3.215337593,0.001760939,0.017874735,-1.789950621,WASHC5
ENSG00000174695,0.390478634,6.441267219,3.214781795,0.001764682,0.017887061,-1.821639987,TMEM167A
ENSG00000088726,-0.495686687,3.82821113,-3.214617445,0.001765595,0.017887061,-1.624471744,TMEM40
ENSG00000107201,-0.570035896,5.462582322,-3.214517525,0.001766151,0.017887061,-1.785478647,DDX58
ENSG00000204520,-0.365845799,4.291166636,-3.214409653,0.001766751,0.017887061,-1.677956335,MICA
ENSG00000092964,-0.403329866,4.960265265,-3.21418448,0.001768004,0.017888112,-1.749132269,DPYSL2
ENSG00000163320,0.192488078,7.004325349,3.213139151,0.001773175,0.017928765,-1.816060818,CGGBP1
ENSG00000082996,0.400040466,8.808049884,3.212362994,0.001778173,0.017967634,-1.747015925,RNF13
ENSG00000134321,-1.464800299,3.933737716,-3.211982623,0.001780304,0.017973852,-1.607871906,RSAD2
ENSG00000164823,-0.392582418,5.50671057,-3.211840776,0.001781099,0.017973852,-1.803446975,OSGIN2
ENSG00000047597,-1.000126471,4.596837288,-3.210785036,0.001787027,0.018021987,-1.717601699,XK
ENSG00000143387,0.4227435,3.732229907,3.210292064,0.001789801,0.018038276,-1.621597239,CTSK
ENSG00000096696,-1.193459393,0.726040552,-3.209998396,0.001791456,0.018043266,-1.31553242,DSP
ENSG00000047579,0.29302861,4.750455442,3.207299172,0.001806274,0.018170673,-1.757276567,DTNBP1
ENSG00000126882,-0.269954414,4.581080713,-3.207232815,0.001806441,0.018170673,-1.727024043,FAM78A
ENSG00000162704,0.387877188,8.846950336,3.20640506,0.001811818,0.018212984,-1.76539856,ARPC5
ENSG00000154727,0.345128005,4.484778792,3.204676159,0.001821692,0.018300416,-1.735197756,GABPA
ENSG00000144847,1.452746276,-0.23935744,3.203580808,0.001827973,0.018351672,-1.341172997,IGSF11
ENSG00000188811,0.389320004,4.887579582,3.202533122,0.001834,0.018400308,-1.785472821,NHLRC3
ENSG00000204421,1.430685852,-0.565694288,3.202262828,0.001835558,0.018404073,-1.360532853,LY6G6C
ENSG00000132819,-0.821025543,8.276932214,-3.201782608,0.001838329,0.018419987,-1.803955756,RBM38
ENSG00000005844,-0.349201516,7.214734278,-3.200547414,0.001845474,0.018479683,-1.849748902,ITGAL
ENSG00000111775,0.273333856,7.005271103,3.199780456,0.001849612,0.018504823,-1.854538849,COX6A1
ENSG00000130517,0.347027625,3.801003394,3.199491398,0.001851249,0.018504823,-1.661294079,PGPEP1
ENSG00000083642,0.237519019,6.209228337,3.199383558,0.001851553,0.018504823,-1.86698655,PDS5B
ENSG00000108840,-0.348753834,5.693532905,-3.197057409,0.001865803,0.01863528,-1.860233962,HDAC5
